Day , cco , ccoextr , ccoexts , ccx , cgt , cgtpcst , cgttlm , hou , mld , mlx , neb , nex , okc , okctlm , okx
169 ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   6  ,   3  ,   3  ,   0  ,   0  ,   0  ,   2  , 
170 ,   3  ,   0  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   11  ,   4  ,   0  ,   2  ,   0  ,   0  ,   2  , 
171 ,   1  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   2  ,   4  ,   0  ,   0  ,   0  ,   0  ,   2  , 
172 ,   1  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   1  ,   3  ,   1  ,   0  ,   0  ,   0  ,   0  , 
173 ,   0  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   2  ,   4  ,   6  ,   3  ,   0  ,   0  ,   0  ,   1  , 
174 ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   5  ,   3  ,   1  ,   0  ,   4  ,   0  ,   0  , 
175 ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   4  ,   9  ,   2  ,   0  ,   0  ,   0  ,   0  , 
176 ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   1  ,   4  ,   3  ,   0  ,   0  ,   0  ,   1  , 
177 ,   2  ,   1  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   3  ,   6  ,   0  ,   0  ,   0  ,   0  ,   0  , 
178 ,   3  ,   2  ,   0  ,   0  ,   0  ,   0  ,   2  ,   0  ,   6  ,   5  ,   0  ,   0  ,   0  ,   0  ,   0  , 
179 ,   1  ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   3  ,   6  ,   0  ,   0  ,   0  ,   0  ,   0  , 
180 ,   1  ,   0  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   3  ,   0  ,   1  ,   0  ,   0  ,   2  ,   0  , 
181 ,   1  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   4  ,   8  ,   2  ,   0  ,   1  ,   0  ,   1  , 
182 ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   2  ,   0  ,   4  ,   3  ,   0  ,   0  ,   0  ,   0  ,   0  , 
183 ,   3  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   5  ,   2  ,   2  ,   2  ,   0  ,   0  ,   1  , 
184 ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   5  ,   4  ,   0  ,   0  ,   0  ,   0  ,   1  , 
185 ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   4  ,   3  ,   0  ,   0  ,   2  ,   0  ,   0  , 
186 ,   1  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   5  ,   6  ,   0  ,   0  ,   0  ,   0  ,   0  , 
187 ,   1  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   3  ,   0  ,   0  ,   0  ,   0  ,   2  , 
188 ,   1  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   3  ,   2  ,   0  ,   0  ,   1  ,   2  ,   2  , 
189 ,   2  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   5  ,   2  ,   2  ,   1  ,   0  ,   0  ,   0  , 
190 ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   2  ,   6  ,   6  ,   4  ,   0  ,   1  ,   0  ,   2  , 
191 ,   0  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   8  ,   5  ,   0  ,   2  ,   0  ,   0  ,   2  , 
192 ,   0  ,   0  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   4  ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  , 
193 ,   3  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   8  ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  , 
194 ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   4  ,   1  ,   2  ,   0  ,   0  ,   0  ,   2  , 
195 ,   3  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   6  ,   8  ,   0  ,   0  ,   0  ,   0  ,   0  , 
196 ,   0  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  , 
197 ,   3  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  ,   5  ,   2  ,   1  ,   0  ,   0  ,   0  ,   0  , 
198 ,   0  ,   0  ,   0  ,   2  ,   0  ,   0  ,   0  ,   1  ,   1  ,   4  ,   0  ,   0  ,   1  ,   0  ,   1  , 
199 ,   0  ,   0  ,   0  ,   2  ,   0  ,   0  ,   2  ,   0  ,   6  ,   3  ,   0  ,   0  ,   0  ,   0  ,   0  , 
200 ,   2  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   3  ,   4  ,   1  ,   2  ,   2  ,   0  ,   0  , 
201 ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   4  ,   2  ,   0  ,   0  ,   1  ,   0  ,   0  , 
202 ,   2  ,   0  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   4  ,   1  ,   3  ,   2  ,   0  ,   0  ,   3  , 
203 ,   2  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   6  ,   3  ,   0  ,   0  ,   0  ,   0  ,   1  , 
204 ,   1  ,   2  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   3  ,   2  ,   2  ,   2  ,   0  ,   0  ,   2  , 
205 ,   0  ,   0  ,   0  ,   2  ,   0  ,   0  ,   0  ,   0  ,   5  ,   6  ,   0  ,   0  ,   0  ,   0  ,   0  , 
206 ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  , 
207 ,   4  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   10  ,   1  ,   0  ,   0  ,   2  ,   0  ,   0  , 
208 ,   1  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   4  ,   0  ,   1  ,   2  ,   0  ,   0  ,   0  , 
209 ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   2  ,   0  ,   4  ,   2  ,   0  ,   0  ,   0  ,   3  , 
210 ,   3  ,   0  ,   0  ,   2  ,   0  ,   0  ,   2  ,   0  ,   10  ,   6  ,   1  ,   0  ,   0  ,   0  ,   0  , 
211 ,   3  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   0  ,   6  ,   4  ,   0  ,   0  ,   0  ,   0  ,   3  , 
212 ,   2  ,   0  ,   0  ,   0  ,   0  ,   0  ,   2  ,   0  ,   4  ,   3  ,   2  ,   2  ,   0  ,   0  ,   0  , 
213 ,   0  ,   0  ,   0  ,   1  ,   0  ,   0  ,   0  ,   0  ,   4  ,   4  ,   0  ,   0  ,   0  ,   0  ,   2  , 
214 ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   0  ,   2  ,   7  ,   1  ,   0  ,   1  ,   0  ,   0  , 
